:START_ID,:END_ID,:TYPE
c10002,m549,HAS
c10002,m550,HAS
c10002,m551,HAS
c10002,m552,HAS
c10002,m553,HAS
c10002,m554,HAS
c10002,m555,HAS
c10002,m556,HAS
c10002,m557,HAS
c10002,m558,HAS
c10002,m559,HAS
c10002,m560,HAS
c10002,m561,HAS
c10002,m562,HAS
c10002,m563,HAS
c10002,m564,HAS
c10002,m565,HAS
c10002,m566,HAS
c10002,m567,HAS
c10002,m568,HAS
c10002,m569,HAS
c10002,m570,HAS
c10002,m571,HAS
c10002,m572,HAS
c10002,m573,HAS
c10002,m574,HAS
c10002,m575,HAS
c10002,m576,HAS
c10002,m577,HAS
c10002,m578,HAS
c10002,m579,HAS
c10002,m580,HAS
c10002,m581,HAS
c10002,m582,HAS
c10002,m583,HAS
c10002,m584,HAS
c10002,m585,HAS
c10002,m586,HAS
c10002,m587,HAS
c10002,m588,HAS
c10002,m589,HAS
c10002,m590,HAS
c10002,m591,HAS
c10002,m592,HAS
c10002,m593,HAS
c10002,m594,HAS
c10002,m595,HAS
c10002,m596,HAS
c10002,m597,HAS
c10002,m598,HAS
c10002,m599,HAS
c10002,m600,HAS
c10002,m601,HAS
c10002,m602,HAS
c10002,m603,HAS
c10002,m604,HAS
c10002,m605,HAS
c10002,m606,HAS
c10002,m607,HAS
c10002,m608,HAS
c10002,m609,HAS
c10002,m610,HAS
c10002,m611,HAS
c10002,m612,HAS
c10002,m613,HAS
c10002,m614,HAS
c10002,m615,HAS
c10002,m616,HAS
c10002,m617,HAS
c10002,m618,HAS
c10002,m619,HAS
c10002,m620,HAS
c10002,m621,HAS
c10002,m622,HAS
c10002,m623,HAS
c10002,m624,HAS
c10002,m625,HAS
c10002,m626,HAS
c10002,m627,HAS
c10002,m628,HAS
c10002,m629,HAS
c10002,m630,HAS
c10002,m631,HAS
c10002,m632,HAS
c10002,m633,HAS
c10002,m634,HAS
c10002,m635,HAS
c10002,m636,HAS
c10002,m637,HAS
c10002,m638,HAS
c10002,m639,HAS
c10002,m640,HAS
c10002,m641,HAS
c10002,m642,HAS
c10002,m643,HAS
c10002,m644,HAS
c10002,m645,HAS
c10002,m646,HAS
c10002,m647,HAS
c10002,m648,HAS
c10002,m649,HAS
c10002,m650,HAS
c10002,m651,HAS
c10002,m652,HAS
c10002,m653,HAS
c10002,m654,HAS
c10002,m655,HAS
c10002,m656,HAS
c10002,m657,HAS
c10002,m658,HAS
c10002,m659,HAS
c10002,m660,HAS
c10002,m661,HAS
c10002,m662,HAS
c10002,m663,HAS
c10002,m664,HAS
c10002,m665,HAS
c10002,m666,HAS
c10002,m667,HAS
c10002,m668,HAS
c10002,m669,HAS
c10002,m670,HAS
c10002,m671,HAS
c10002,m672,HAS
c10002,m673,HAS
c10002,m674,HAS
c10002,m675,HAS
c10002,m676,HAS
c10002,m677,HAS
c10002,m678,HAS
c10002,m679,HAS
c10002,m680,HAS
c10002,m681,HAS
c10002,m682,HAS
c10002,m683,HAS
c10002,m684,HAS
c10002,m685,HAS
c10002,m686,HAS
c10002,m687,HAS
